test_0000	21572462
test_0001	26738692
test_0002	26186190
test_0003	27271456
test_0004	26345058
test_0005	25618376
test_0006	27003348
test_0007	25989070
test_0008	27305400
test_0009	31321082
test_0010	28318846
test_0011	29263790
test_0012	35972464
test_0013	42433268
test_0014	26184196
test_0015	25799930
test_0016	20607252
test_0017	21236704
test_0018	18946954
test_0019	21097072
test_0020	21835850
test_0021	20653520
test_0022	21753564
test_0023	19586280
test_0024	20391170
test_0025	20653520
test_0026	20479694
test_0027	20541874
test_0028	20772330
test_0029	20478370
test_0030	20632548
test_0031	20581130
test_0032	20930516
test_0033	20861518
test_0034	20558984
test_0035	29014528
test_0036	32560560
test_0037	30134418
test_0038	29493332
test_0039	28299214
test_0040	29846824
test_0041	27791774
test_0042	30876964
test_0043	30910086
test_0044	28213714
test_0045	28227306
test_0046	20331460
test_0047	22069670
test_0048	23816446
test_0049	23192700
test_0050	23599180
test_0051	20054936
test_0052	35935628
test_0053	35991136
test_0054	36384344
test_0055	36032664
test_0056	29070480
test_0057	28944214
test_0058	33934552
test_0059	35394536
test_0060	33209140
test_0061	32131448
test_0062	37300372
test_0063	33919644
test_0064	22442114
test_0065	27493780
test_0066	26976994
test_0067	27722498
test_0068	24424068
test_0069	26173156
test_0070	24268224
test_0071	30619252
test_0072	28593000
test_0073	26968090
test_0074	27105670
test_0075	29752808
test_0076	28845854
test_0077	35103388
test_0078	22910568
test_0079	30421764
test_0080	29912170
test_0081	22795044
test_0082	22275774
test_0083	29652380
test_0084	27371796
test_0085	27347514
test_0086	27371448
test_0087	31847660
test_0088	32336314
test_0089	29500312
test_0090	30515288
test_0091	29576320
test_0092	28553256
test_0093	32511428
test_0094	31534320
test_0095	31229982
test_0096	28974422
test_0097	29092916
test_0098	30997580
test_0099	27284372
test_0100	32070156
test_0101	25419836
test_0102	25589970
test_0103	25597002
test_0104	28645808
test_0105	28127698
test_0106	28645808
test_0107	25473796
test_0108	28761864
test_0109	25473796
test_0110	25372226
test_0111	28770222
test_0112	31637262
test_0113	35085244
test_0114	29035948
test_0115	32258910
test_0116	24878768
test_0117	24462782
test_0118	24306010
test_0119	24068580
test_0120	32305758
test_0121	33373520
test_0122	28034730
test_0123	32375494
test_0124	29467548
test_0125	29678500
test_0126	24829958
test_0127	25169524
test_0128	26117130
test_0129	22858758
test_0130	27861864
test_0131	23898228
test_0132	24584152
test_0133	25598726
test_0134	23713952
test_0135	28219206
test_0136	27263454
test_0137	23071162
test_0138	25876576
test_0139	26415458
test_0140	26531774
test_0141	26906770
test_0142	28128732
test_0143	29726926
test_0144	32442026
test_0145	27361174
test_0146	28972772
test_0147	37987352
test_0148	37773800
test_0149	28653152
test_0150	33516644
test_0151	22092138
test_0152	23685696
test_0153	25600606
test_0154	25022780
test_0155	34733428
test_0156	28373792
test_0157	25896828
test_0158	26619518
test_0159	26168480
test_0160	22974606
test_0161	25952010
test_0162	25321540
test_0163	30877230
test_0164	32247726
test_0165	25625356
test_0166	27447418
test_0167	18921210
test_0168	27989266
test_0169	24834122
test_0170	25571972
test_0171	24775356
test_0172	24559304
test_0173	24606172
test_0174	24949870
test_0175	28792364
test_0176	25824510
test_0177	25948658
test_0178	19623778
test_0179	22695998
test_0180	28674478
test_0181	30697932
test_0182	20400738
test_0183	24644330
test_0184	23545844
test_0185	23685256
test_0186	44590664
test_0187	39251880
test_0188	30766306
test_0189	29821854
test_0190	28560510
test_0191	32419002
test_0192	35109016
test_0193	20741662
test_0194	28036260
test_0195	26711298
test_0196	27772886
test_0197	19916286
test_0198	28018970
test_0199	29899768
test_0200	30840904
test_0201	48243564
test_0202	39039476
test_0203	22823656
test_0204	30834072
test_0205	23059076
test_0206	23059076
test_0207	15557314
test_0208	27874680
test_0209	25854564
test_0210	32076482
test_0211	27760212
test_0212	18214846
test_0213	15624806
test_0214	18442828
test_0215	17906172
test_0216	17169776
test_0217	18520616
test_0218	18138930
test_0219	17561990
test_0220	19131678
test_0221	16684732
test_0222	21661198
test_0223	23785058
test_0224	24681000
test_0225	23041962
test_0226	24628624
test_0227	22930258
test_0228	37784228
test_0229	38563232
test_0230	20847788
test_0231	28697574
test_0232	28671642
test_0233	31503914
test_0234	36073320
test_0235	34960208
test_0236	28373920
test_0237	28127210
test_0238	26454874
test_0239	26239482
test_0240	25909238
test_0241	25486054
test_0242	30743826
test_0243	32444670
test_0244	30474752
test_0245	28119296
test_0246	32056012
test_0247	30999772
test_0248	30122342
test_0249	28653448
test_0250	28255922
test_0251	27501622
test_0252	28384490
test_0253	28571022
test_0254	27998378
test_0255	31065102
test_0256	30219174
test_0257	32613976
test_0258	32615506
test_0259	27579680
test_0260	38461984
test_0261	42942908
test_0262	39263372
test_0263	28072028
test_0264	22755054
test_0265	27983564
test_0266	17352662
test_0267	23720166
test_0268	27133068
test_0269	26572892
