test_0000	20697090
test_0001	28098872
test_0002	26138188
test_0003	28254930
test_0004	26468168
test_0005	25415156
test_0006	26674838
test_0007	25836090
test_0008	28144120
test_0009	30821050
test_0010	28797210
test_0011	34017664
test_0012	36346120
test_0013	42061936
test_0014	26818284
test_0015	25946856
test_0016	19684528
test_0017	20653388
test_0018	18478692
test_0019	20790882
test_0020	21207240
test_0021	19089446
test_0022	21100236
test_0023	18328054
test_0024	19706948
test_0025	19089446
test_0026	19664056
test_0027	19444526
test_0028	20142112
test_0029	19866674
test_0030	20301608
test_0031	20416012
test_0032	19519944
test_0033	21114608
test_0034	19768670
test_0035	29167808
test_0036	32211628
test_0037	29599050
test_0038	32104166
test_0039	31578086
test_0040	32109084
test_0041	31452354
test_0042	33669320
test_0043	33631580
test_0044	30945088
test_0045	31643074
test_0046	19731852
test_0047	21914552
test_0048	25304630
test_0049	24266928
test_0050	25539968
test_0051	21061870
test_0052	36170516
test_0053	35637704
test_0054	36177152
test_0055	33338016
test_0056	28212630
test_0057	28251284
test_0058	32683140
test_0059	33716124
test_0060	33299224
test_0061	30650014
test_0062	38056084
test_0063	35302956
test_0064	24408990
test_0065	25810462
test_0066	26266812
test_0067	26756100
test_0068	23847262
test_0069	26046050
test_0070	24292578
test_0071	30210218
test_0072	23331344
test_0073	28966342
test_0074	26753130
test_0075	29561266
test_0076	28038244
test_0077	37463004
test_0078	22658328
test_0079	33348536
test_0080	28087762
test_0081	23427316
test_0082	22025762
test_0083	28632462
test_0084	28297644
test_0085	28950186
test_0086	28423266
test_0087	33430914
test_0088	32583228
test_0089	29693272
test_0090	32657910
test_0091	28267124
test_0092	28278302
test_0093	32690504
test_0094	30465226
test_0095	31943960
test_0096	28728776
test_0097	29198394
test_0098	30144326
test_0099	27688238
test_0100	31933526
test_0101	27117986
test_0102	24515958
test_0103	23258254
test_0104	28991058
test_0105	27756932
test_0106	28991058
test_0107	24607756
test_0108	28745474
test_0109	24607756
test_0110	24535644
test_0111	28740240
test_0112	33385002
test_0113	34086444
test_0114	27932618
test_0115	33447542
test_0116	25884444
test_0117	23580740
test_0118	23377618
test_0119	24471142
test_0120	31318080
test_0121	32782798
test_0122	24801298
test_0123	30922874
test_0124	27349800
test_0125	28530310
test_0126	25304052
test_0127	24890436
test_0128	26780592
test_0129	24477274
test_0130	27906270
test_0131	24442182
test_0132	25623690
test_0133	26444856
test_0134	23780352
test_0135	29599506
test_0136	26841674
test_0137	23256632
test_0138	25614972
test_0139	28805390
test_0140	27241288
test_0141	24337346
test_0142	26151188
test_0143	29589212
test_0144	32310620
test_0145	25641980
test_0146	28031998
test_0147	41331252
test_0148	41537892
test_0149	27888580
test_0150	32757938
test_0151	21483452
test_0152	24627178
test_0153	27121370
test_0154	25992750
test_0155	31828352
test_0156	30763854
test_0157	29457230
test_0158	28935834
test_0159	28065176
test_0160	25526774
test_0161	27182508
test_0162	24930614
test_0163	30576420
test_0164	32866316
test_0165	29302978
test_0166	29884756
test_0167	19004412
test_0168	27905822
test_0169	25049706
test_0170	26933840
test_0171	25743076
test_0172	25282688
test_0173	24892750
test_0174	24527908
test_0175	31548166
test_0176	24945194
test_0177	25382658
test_0178	19764788
test_0179	21219706
test_0180	27664596
test_0181	29875256
test_0182	20438672
test_0183	25217270
test_0184	22497020
test_0185	22599506
test_0186	44586500
test_0187	39986028
test_0188	31393554
test_0189	29203342
test_0190	27887060
test_0191	29419420
test_0192	31444666
test_0193	19985366
test_0194	27848858
test_0195	27463270
test_0196	27284746
test_0197	19495142
test_0198	29529118
test_0199	29210714
test_0200	32066400
test_0201	50482936
test_0202	39763380
test_0203	22527888
test_0204	31701834
test_0205	23025468
test_0206	23025468
test_0207	15986246
test_0208	30807700
test_0209	25842256
test_0210	30196516
test_0211	27120746
test_0212	19601188
test_0213	18518920
test_0214	19380950
test_0215	19314156
test_0216	18727170
test_0217	19559682
test_0218	20555486
test_0219	19062704
test_0220	20380782
test_0221	19175970
test_0222	22422248
test_0223	23038892
test_0224	24909578
test_0225	25234410
test_0226	25109048
test_0227	25244472
test_0228	42574380
test_0229	37358840
test_0230	20695696
test_0231	26863190
test_0232	27874018
test_0233	29965354
test_0234	32079962
test_0235	32162158
test_0236	28033988
test_0237	28446566
test_0238	27965064
test_0239	28528974
test_0240	28338544
test_0241	24259662
test_0242	29855980
test_0243	33052240
test_0244	30866684
test_0245	29586188
test_0246	33442302
test_0247	31898148
test_0248	31188462
test_0249	29566112
test_0250	29729876
test_0251	30250112
test_0252	29817764
test_0253	29562758
test_0254	27556196
test_0255	30533402
test_0256	30110096
test_0257	31549362
test_0258	33089436
test_0259	27916094
test_0260	38217072
test_0261	40668380
test_0262	40755476
test_0263	27576816
test_0264	22757346
test_0265	30278658
test_0266	16539180
test_0267	22739772
test_0268	26261390
test_0269	26193746
test_0270	26982768
test_0271	27003918
test_0272	26657900
test_0273	23437450
test_0274	26268872
test_0275	28133118
test_0276	25985872
test_0277	21028868
test_0278	37738412
test_0279	28178640
test_0280	28200692
test_0281	22742964
test_0282	22459394
test_0283	30951244
test_0284	28665528
test_0285	30536178
test_0286	30786616
test_0287	31350956
test_0288	31292130
test_0289	33823348
test_0290	28122242
test_0291	34346432
test_0292	31888112
test_0293	32807158
test_0294	22243906
test_0295	36557740
test_0296	35093768
test_0297	24929722
test_0298	41838956
test_0299	41663180
test_0300	40683104
test_0301	43019620
test_0302	34796000
test_0303	20227698
test_0304	27990932
test_0305	33276686
test_0306	30536600
test_0307	30805404
test_0308	24434816
test_0309	18777538
test_0310	29364800
test_0311	22977180
test_0312	18784860
test_0313	19386530
test_0314	21233706
test_0315	26754238
test_0316	25322264
test_0317	26806654
test_0318	26931342
test_0319	31794752
test_0320	28104430
test_0321	27989722
test_0322	33887796
test_0323	24789522
test_0324	16368670
test_0325	18969446
test_0326	24214424
test_0327	23120534
test_0328	29382424
test_0329	21236462
test_0330	23711252
test_0331	26852816
test_0332	23395224
test_0333	50373464
test_0334	30583114
test_0335	30513240
test_0336	25057656
test_0337	35858580
test_0338	28022678
test_0339	37350372
test_0340	19641792
test_0341	19767072
test_0342	18706448
test_0343	20228652
test_0344	18992306
test_0345	18536976
test_0346	19180280
test_0347	19103114
test_0348	18625594
test_0349	21527846
test_0350	23009750
test_0351	22736060
test_0352	23192946
test_0353	25485134
test_0354	37575568
test_0355	35717232
test_0356	22190402
test_0357	26764114
test_0358	26316980
test_0359	23553434
test_0360	23591084
test_0361	27813030
test_0362	28043522
test_0363	28125990
test_0364	27604330
test_0365	21040684
test_0366	28132852
test_0367	29415882
test_0368	27316688
test_0369	27207094
test_0370	27654410
test_0371	27789060
test_0372	31551340
test_0373	32719574
test_0374	31113354
test_0375	31578850
test_0376	30069278
test_0377	28709090
test_0378	33669028
test_0379	28673272
test_0380	21417592
test_0381	21218384
test_0382	22238766
test_0383	20775544
test_0384	21519362
test_0385	22148288
test_0386	20812528
test_0387	20492384
