test_0000	20835154
test_0001	27549734
test_0002	26694432
test_0003	28504506
test_0004	27381692
test_0005	26062111
test_0006	26754701
test_0007	26430597
test_0008	27566035
test_0009	31935637
test_0010	28284437
test_0011	31283543
test_0012	36609815
test_0013	41003979
test_0014	26439568
test_0015	25835305
test_0016	18008989
test_0017	18590887
test_0018	17107222
test_0019	17782382
test_0020	18323900
test_0021	18750935
test_0022	21116398
test_0023	14514891
test_0024	19495973
test_0025	18750935
test_0026	17894653
test_0027	18625264
test_0028	19849197
test_0029	19060778
test_0030	19712945
test_0031	18587474
test_0032	18541550
test_0033	20633210
test_0034	19048367
test_0035	27851803
test_0036	30775843
test_0037	30780797
test_0038	33563093
test_0039	30709091
test_0040	33587640
test_0041	30714870
test_0042	33184499
test_0043	33184499
test_0044	30711980
test_0045	30711980
test_0046	19713588
test_0047	22980043
test_0048	24369483
test_0049	23152064
test_0050	24368020
test_0051	19066044
test_0052	36462497
test_0053	36192223
test_0054	36462497
test_0055	31147513
test_0056	26186478
test_0057	26793647
test_0058	33387820
test_0059	34512514
test_0060	31628645
test_0061	31617328
test_0062	38474119
test_0063	32122735
test_0064	27031045
test_0065	25331070
test_0066	25691015
test_0067	26755803
test_0068	23892443
test_0069	29617640
test_0070	26270691
test_0071	30494844
test_0072	28031496
test_0073	31399076
test_0074	29938409
test_0075	31502604
test_0076	30926800
test_0077	35687169
test_0078	23079935
test_0079	28636168
test_0080	33633456
test_0081	18732328
test_0082	20294767
test_0083	25840173
test_0084	28253276
test_0085	28253276
test_0086	28253276
test_0087	34901798
test_0088	32498443
test_0089	28585359
test_0090	32081762
test_0091	30062674
test_0092	28350115
test_0093	33001609
test_0094	29603930
test_0095	31211313
test_0096	26824812
test_0097	27871626
test_0098	31300939
test_0099	26284961
test_0100	33128984
test_0101	25089243
test_0102	22275675
test_0103	24426860
test_0104	28782662
test_0105	26530628
test_0106	28782662
test_0107	22275675
test_0108	28749903
test_0109	22275675
test_0110	22135035
test_0111	28780160
test_0112	31937338
test_0113	36754447
test_0114	27851220
test_0115	36634143
test_0116	26646744
test_0117	23830140
test_0118	23834904
test_0119	25629520
test_0120	31090401
test_0121	34052745
test_0122	28582166
test_0123	28940312
test_0124	30238828
test_0125	29210148
test_0126	25847002
test_0127	28962927
test_0128	26621662
test_0129	24222677
test_0130	25691955
test_0131	23037278
test_0132	23263971
test_0133	26403633
test_0134	22927508
test_0135	26640141
test_0136	26000879
test_0137	23035057
test_0138	23788062
test_0139	25671745
test_0140	26783406
test_0141	30857569
test_0142	29051327
test_0143	31200925
test_0144	31509729
test_0145	24986076
test_0146	25675375
test_0147	40268015
test_0148	40265419
test_0149	29577592
test_0150	35308274
test_0151	20777670
test_0152	23312168
test_0153	26709149
test_0154	25984553
test_0155	32621416
test_0156	29550481
test_0157	29287822
test_0158	28653517
test_0159	28203698
test_0160	26503753
test_0161	24934920
test_0162	24161324
test_0163	29306374
test_0164	31018000
test_0165	29305245
test_0166	28314602
test_0167	21090088
test_0168	30740699
test_0169	26440978
test_0170	27545856
test_0171	26673810
test_0172	26303370
test_0173	27388265
test_0174	27252411
test_0175	30028899
test_0176	21491271
test_0177	25818557
test_0178	17979840
test_0179	21648028
test_0180	27160010
test_0181	31629955
test_0182	20710462
test_0183	27894922
test_0184	22414961
test_0185	22894486
test_0186	40014058
test_0187	36163426
test_0188	29088792
test_0189	30390904
test_0190	30163720
test_0191	32011469
test_0192	32373189
test_0193	20664298
test_0194	25232310
test_0195	25947681
test_0196	28374798
test_0197	18925813
test_0198	31605309
test_0199	28441638
test_0200	33692111
test_0201	47579080
test_0202	36389245
test_0203	24437555
test_0204	31021406
test_0205	23209024
test_0206	23209024
test_0207	20429948
test_0208	30441750
test_0209	29184798
test_0210	31186630
test_0211	26952468
test_0212	19950972
test_0213	17933621
test_0214	18225705
test_0215	17417922
test_0216	17607505
test_0217	17182589
test_0218	16891068
test_0219	17448661
test_0220	17930147
test_0221	16803591
test_0222	21493359
test_0223	22195200
test_0224	24549075
test_0225	24936872
test_0226	24546009
test_0227	24946616
test_0228	38171325
test_0229	37375021
test_0230	20211966
test_0231	31051536
test_0232	23872222
test_0233	26923103
test_0234	30092149
test_0235	30289584
test_0236	23866182
test_0237	30445578
test_0238	28433519
test_0239	28132801
test_0240	29075814
test_0241	24866810
test_0242	31583785
test_0243	29943474
test_0244	29467809
test_0245	29317506
test_0246	29325135
test_0247	28935252
test_0248	28640648
test_0249	29064303
test_0250	29064303
test_0251	29074464
test_0252	29903808
test_0253	29061845
test_0254	30073190
test_0255	32191115
test_0256	29185593
test_0257	30898693
test_0258	34325121
test_0259	29512802
test_0260	41034350
test_0261	40512025
test_0262	41177134
test_0263	35195668
test_0264	22794411
test_0265	29179536
test_0266	21252462
test_0267	22145949
test_0268	28163647
test_0269	27788280
test_0270	28566021
test_0271	28352660
test_0272	27029379
test_0273	25985550
test_0274	27887355
test_0275	28890020
test_0276	26665771
test_0277	21385408
test_0278	33151405
test_0279	29400418
test_0280	30224166
test_0281	25196028
test_0282	25565470
test_0283	32452460
test_0284	28381086
test_0285	29293247
test_0286	28335831
test_0287	32102579
test_0288	28594968
test_0289	30921966
test_0290	26205447
test_0291	31007864
test_0292	31210510
test_0293	27756315
test_0294	23828014
test_0295	37189120
